"ID","Species_Eng","CommonName","Classification","Classification2"
50600,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
43522,"Quercus sp.","oaks","acorn","Wild Nuts"
27661,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
27642,"Oryza sativa","rice","crop (rice)","Millets + Rice"
27697,"Oryza sativa","rice","crop (rice)","Millets + Rice"
27660,"Quercus sp.","oaks","acorn","Wild Nuts"
27662,"Quercus sp.","oaks","acorn","Wild Nuts"
27676,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
27657,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
43046,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
56411,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
56410,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
56406,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
56405,"Juglans sp.","walnut","walnut","Wild Nuts"
53166,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
53165,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
37633,"Juglans sp.","walnut","walnut","Wild Nuts"
56341,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
56340,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
4586,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
4857,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
59690,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
4583,"Oryza sativa","rice","crop (rice)","Millets + Rice"
4855,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44388,"Oryza sativa","rice","crop (rice)","Millets + Rice"
46494,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
58038,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
20321,"Quercus sp.","oaks","acorn","Wild Nuts"
4588,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
59691,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
8903,"Quercus acuta","Japanese evergreen","acorn","Wild Nuts"
8901,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
24306,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
14136,"Quercus sect. Quercus","white oaks","acorn","Wild Nuts"
8900,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
35959,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
8422,"Oryza sativa","rice","crop (rice)","Millets + Rice"
24884,"Oryza sativa","rice","crop (rice)","Millets + Rice"
31396,"Oryza sativa","rice","crop (rice)","Millets + Rice"
45060,"Oryza sativa","rice","crop (rice)","Millets + Rice"
47344,"Oryza sativa","rice","crop (rice)","Millets + Rice"
55507,"Oryza sativa","rice","crop (rice)","Millets + Rice"
60088,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62116,"Oryza sativa","rice","crop (rice)","Millets + Rice"
36292,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14939,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
31397,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7287,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
8198,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
7274,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
7383,"Quercus sp.","oaks","acorn","Wild Nuts"
11606,"Quercus sp.","oaks","acorn","Wild Nuts"
62108,"Quercus sp.","oaks","acorn","Wild Nuts"
7276,"Quercus sp.","oaks","acorn","Wild Nuts"
35393,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
39116,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
7411,"Setaria italica?","foxtail millet?","crop (millet)","Millets + Rice"
13150,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
23065,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
26921,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
31398,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
61637,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
7410,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
61480,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
4100,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7285,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7379,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7408,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7713,"Oryza sativa","rice","crop (rice)","Millets + Rice"
13149,"Oryza sativa","rice","crop (rice)","Millets + Rice"
13169,"Oryza sativa","rice","crop (rice)","Millets + Rice"
13295,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18505,"Oryza sativa","rice","crop (rice)","Millets + Rice"
19018,"Oryza sativa","rice","crop (rice)","Millets + Rice"
20318,"Oryza sativa","rice","crop (rice)","Millets + Rice"
22962,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23064,"Oryza sativa","rice","crop (rice)","Millets + Rice"
26919,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35201,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35389,"Oryza sativa","rice","crop (rice)","Millets + Rice"
61635,"Oryza sativa","rice","crop (rice)","Millets + Rice"
61755,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7414,"Panicum miliaceum?","proso millet?","crop (millet)","Millets + Rice"
7413,"cf. Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
39117,"cf. Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
61482,"cf. Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
8343,"Oryza sativa","rice","crop (rice)","Millets + Rice"
8423,"Oryza sativa","rice","crop (rice)","Millets + Rice"
29403,"Oryza sativa","rice","crop (rice)","Millets + Rice"
61479,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23643,"Oryza sativa","rice","crop (rice)","Millets + Rice"
8344,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14356,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
25291,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
7305,"Oryza sativa","rice","crop (rice)","Millets + Rice"
14355,"Oryza sativa","rice","crop (rice)","Millets + Rice"
25270,"Oryza sativa","rice","crop (rice)","Millets + Rice"
8355,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
8438,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
8904,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
13164,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
62109,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
8436,"Corylus sp.","hazel","hazelnut","Wild Nuts"
39474,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
24308,"Quercus sp.","oaks","acorn","Wild Nuts"
31200,"Quercus sp.","oaks","acorn","Wild Nuts"
61736,"Quercus sp.","oaks","acorn","Wild Nuts"
62107,"Quercus sp.","oaks","acorn","Wild Nuts"
24307,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
13163,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
58293,"Lithocarpus glaber","Japanese blue oak","acorn","Wild Nuts"
61738,"Lithocarpus glaber","Japanese blue oak","acorn","Wild Nuts"
31201,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
62110,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
8437,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
31197,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
62111,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
7382,"Quercus sp.","oaks","acorn","Wild Nuts"
61737,"Castanopsis cf. cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
61735,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
36272,"Quercus sp.","oaks","acorn","Wild Nuts"
58292,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
35972,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
8899,"Fagus japonica","Japanese beech","beechnut","Wild Nuts"
8902,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
31198,"Quercus cf. acuta","Japanese evergreen","acorn","Wild Nuts"
24304,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
36269,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
35960,"Quercus dentata","daimyo oak","acorn","Wild Nuts"
10211,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
7275,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
36279,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
35961,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
7705,"Quercus sp.","oaks","acorn","Wild Nuts"
31199,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
36270,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
7704,"Quercus crispula","mizunara oak","acorn","Wild Nuts"
36271,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
7700,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
7272,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
16980,"Oryza sativa","rice","crop (rice)","Millets + Rice"
60411,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
25260,"Quercus sp.","oaks","acorn","Wild Nuts"
60412,"Quercus sp.","oaks","acorn","Wild Nuts"
10212,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
7703,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
7381,"Quercus sp.","oaks","acorn","Wild Nuts"
56635,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
4101,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
6631,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
7378,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
7716,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
10206,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
11008,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
18637,"Oryza sativa","rice","crop (rice)","Millets + Rice"
6621,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
7396,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
7774,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
10199,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
11006,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
31212,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
6630,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
7508,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
8200,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
10999,"Oryza sativa","rice","crop (rice)","Millets + Rice"
10207,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
10209,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
7280,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
6463,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
8898,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
8340,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
35204,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
35299,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
35392,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
7409,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
7783,"Oryza sativa","rice","crop (rice)","Millets + Rice"
8342,"Oryza sativa","rice","crop (rice)","Millets + Rice"
10448,"Oryza sativa","rice","crop (rice)","Millets + Rice"
25269,"Oryza sativa","rice","crop (rice)","Millets + Rice"
26920,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35481,"Oryza sativa","rice","crop (rice)","Millets + Rice"
7509,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
7412,"cf. Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
6016,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
6437,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
6618,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
7388,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
7772,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
7776,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
7777,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
8353,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
8432,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
8897,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
10428,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
13162,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
14353,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
18634,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
26739,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
35955,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
39473,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
58291,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
62103,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
7702,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
35200,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35297,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35388,"Oryza sativa","rice","crop (rice)","Millets + Rice"
46499,"Oryza sativa","rice","crop (rice)","Millets + Rice"
39114,"Oryza sativa","rice","crop (rice)","Millets + Rice"
57579,"Oryza sativa","rice","crop (rice)","Millets + Rice"
57562,"Quercus sp.","oaks","acorn","Wild Nuts"
57578,"Oryza sativa","rice","crop (rice)","Millets + Rice"
57561,"Quercus sp.","oaks","acorn","Wild Nuts"
57560,"Quercus section Cerris [acutissima]","sawtooth oak","acorn","Wild Nuts"
57559,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
28472,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
28464,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
28465,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
25687,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
25686,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28463,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28477,"Oryza sativa","rice","crop (rice)","Millets + Rice"
25671,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
28473,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
25679,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
28476,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
25685,"Oryza sativa","rice","crop (rice)","Millets + Rice"
25668,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
25669,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
59955,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35118,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35097,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
35096,"Corylus sp.","hazel","hazelnut","Wild Nuts"
59948,"Quercus sp.","oaks","acorn","Wild Nuts"
35106,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
35120,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
35094,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
35116,"Oryza sativa","rice","crop (rice)","Millets + Rice"
35117,"Oryza sativa","rice","crop (rice)","Millets + Rice"
58468,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
58469,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
27747,"Oryza sativa","rice","crop (rice)","Millets + Rice"
27730,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
27731,"Juglans sp.","walnut","walnut","Wild Nuts"
28399,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
28830,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
27351,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
28962,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44624,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44647,"Oryza sativa","rice","crop (rice)","Millets + Rice"
29095,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28769,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62578,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
62585,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
27855,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62574,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62575,"Oryza sativa?","rice?","crop (rice)","Millets + Rice"
62580,"Oryza sativa?","rice?","crop (rice)","Millets + Rice"
62579,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28400,"Quercus sp.","oaks","acorn","Wild Nuts"
27047,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
27341,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
28861,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
25646,"Oryza sativa","rice","crop (rice)","Millets + Rice"
27045,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28420,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28766,"Oryza sativa","rice","crop (rice)","Millets + Rice"
27340,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
27339,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28860,"Oryza sativa","rice","crop (rice)","Millets + Rice"
30177,"Oryza sativa","rice","crop (rice)","Millets + Rice"
27344,"cf. Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
27343,"Echinochloa esculenta / Panicum miliaceum","barnyard grass / Proso millet","crop (millet)","Millets + Rice"
32261,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
32260,"Quercus cf. acuta","Japanese evergreen","acorn","Wild Nuts"
